11.149,-1.6496,-2.5578,0.18047,-0.63865,-1.0305,-0.82277,-1.8907,-2.0255,-1.7771,-2.0681,-1.5767,-1.9441,-1.8621
2.4541,8.3452,-7.8079,-11.527,0.31066,0.44647,-0.040977,4.9584,3.4946,4.0185,-1.0828,-1.1043,-2.1308,0.52694
-5.4841,-1.8485,0.22756,-0.47925,0.039934,-0.074275,-0.12836,1.0105,1.1816,-2.7029,0.54086,-0.32585,1.7187,1.3845
-25.715,0.28693,2.4225,0.072567,0.72679,0.20328,0.31253,0.63696,2.75,10.144,1.1484,1.9702,-1.3331,-3.7885
