timestamp(unix),attitude_roll(radians),attitude_pitch(radians),attitude_yaw(radians),rotation_rate_x(radians/s),rotation_rate_y(radians/s),rotation_rate_z(radians/s),gravity_x(G),gravity_y(G),gravity_z(G),user_acc_x(G),user_acc_y(G),user_acc_z(G)
1522508902.935040,-0.007315,0.380370,-0.010450,0.008399,-0.004463,-0.044838,-0.006792,-0.371264,-0.928503,0.002352,0.011690,-0.008097
1522508902.955090,-0.007890,0.382218,-0.010883,0.119478,-0.013587,-0.018010,-0.007320,-0.372979,-0.927811,0.005382,-0.007087,0.002426
1522508902.975140,-0.009960,0.385099,-0.010434,0.153228,-0.045423,0.002841,-0.009230,-0.375651,-0.926715,0.010604,0.007838,-0.001050
1522508902.995190,-0.011712,0.387221,-0.010208,0.112979,-0.053080,-0.010351,-0.010845,-0.377617,-0.925898,-0.004322,0.008675,-0.003026
1522508903.015240,-0.012420,0.388515,-0.010023,0.074568,-0.021108,0.019063,-0.011494,-0.378814,-0.925401,-0.007075,-0.004303,0.008119
1522508903.035291,-0.012414,0.389530,-0.009820,0.056046,-0.007322,0.011311,-0.011483,-0.379754,-0.925016,0.000604,-0.000343,0.014631
1522508903.055310,-0.012368,0.390078,-0.009680,0.022289,-0.011732,0.005652,-0.011438,-0.380261,-0.924809,0.003122,-0.005710,0.008610
1522508903.075360,-0.012405,0.389563,-0.009806,-0.025608,-0.011945,-0.007659,-0.011475,-0.379784,-0.925004,-0.002151,-0.003318,0.001939
1522508903.095410,-0.013163,0.388913,-0.010169,-0.048348,-0.033431,-0.025955,-0.012180,-0.379183,-0.925241,-0.005261,-0.002500,-0.006643
1522508903.115460,-0.013501,0.388254,-0.010625,-0.042972,-0.010984,-0.021751,-0.012496,-0.378573,-0.925487,-0.012681,-0.006132,-0.009892
1522508903.135510,-0.013296,0.388052,-0.011212,-0.009232,0.001963,-0.016147,-0.012307,-0.378386,-0.925566,-0.018684,-0.015153,-0.004030
1522508903.155560,-0.012950,0.388357,-0.011408,0.019033,0.021301,-0.009554,-0.011985,-0.378668,-0.925455,-0.021096,-0.005579,0.000223
1522508903.175580,-0.012750,0.388662,-0.011275,0.013502,0.002130,0.010843,-0.011798,-0.378950,-0.925342,-0.011441,-0.009142,-0.005628
1522508903.195630,-0.013522,0.388823,-0.010753,-0.002838,-0.023527,0.018318,-0.012513,-0.379100,-0.925271,-0.005401,-0.004064,-0.006125
1522508903.215680,-0.014839,0.388362,-0.010377,-0.043040,-0.054663,0.006330,-0.013734,-0.378673,-0.925429,-0.005584,-0.005009,-0.011339
1522508903.235730,-0.016506,0.387301,-0.010139,-0.075674,-0.062285,-0.003582,-0.015283,-0.377691,-0.925806,-0.005072,-0.006465,-0.004156
1522508903.255780,-0.018167,0.385911,-0.010505,-0.068980,-0.081529,-0.021606,-0.016830,-0.376404,-0.926303,-0.001145,-0.005768,-0.000714
1522508903.275830,-0.019640,0.385289,-0.010890,-0.018862,-0.082394,-0.014688,-0.018199,-0.375827,-0.926511,0.005030,-0.001401,0.001493
1522508903.295850,-0.021418,0.386113,-0.010833,0.082407,-0.096881,0.013157,-0.019840,-0.376591,-0.926167,0.021717,0.009754,-0.004024
1522508903.315900,-0.023654,0.388673,-0.009339,0.136436,-0.075118,0.087408,-0.021888,-0.378961,-0.925154,0.020332,0.003808,0.005629
1522508903.335950,-0.025789,0.392311,-0.006503,0.226336,-0.048901,0.178053,-0.023827,-0.382325,-0.923721,0.009987,-0.006576,0.024505
1522508903.356000,-0.027933,0.397724,-0.001149,0.313924,0.018956,0.274859,-0.025750,-0.387321,-0.921585,-0.009544,-0.013466,0.033325
1522508903.376050,-0.029260,0.402438,0.004846,0.222498,0.010012,0.250468,-0.026919,-0.391662,-0.919715,0.005297,0.021728,0.002891
1522508903.396100,-0.030539,0.404848,0.009113,0.094327,-0.013091,0.176559,-0.028066,-0.393879,-0.918734,-0.010294,-0.000698,-0.005583
1522508903.416119,-0.031612,0.405346,0.011805,-0.020867,-0.044624,0.124227,-0.029046,-0.394336,-0.918507,0.013070,-0.022122,-0.026516
1522508903.436177,-0.032012,0.404424,0.012717,-0.056294,0.013607,0.009011,-0.029425,-0.393489,-0.918858,-0.004160,0.005336,-0.002483
1522508903.456227,-0.030840,0.403226,0.011630,-0.046024,0.050734,-0.082077,-0.028362,-0.392387,-0.919363,-0.003407,0.013557,0.002416
1522508903.476278,-0.029983,0.402789,0.010079,-0.007897,-0.022677,-0.048100,-0.027579,-0.391986,-0.919558,0.030936,0.006121,0.003969
1522508903.496328,-0.030934,0.402519,0.009713,-0.027721,-0.040777,-0.007525,-0.028457,-0.391738,-0.919637,-0.022950,-0.020540,0.001485
1522508903.516378,-0.031406,0.399785,0.008689,-0.199600,-0.004286,-0.088626,-0.028925,-0.389220,-0.920690,-0.062628,-0.019593,-0.027598
1522508903.536397,-0.029350,0.393612,0.004496,-0.348001,0.032001,-0.266898,-0.027102,-0.383526,-0.923132,-0.052656,-0.004718,-0.051309
1522508903.556447,-0.024342,0.388340,-0.004196,-0.239120,0.099097,-0.449252,-0.022527,-0.378652,-0.925265,-0.039652,-0.000528,-0.017820
1522508903.576497,-0.016800,0.385026,-0.014247,-0.180663,0.226399,-0.426931,-0.015569,-0.375583,-0.926658,-0.060649,-0.036434,0.004340
1522508903.596547,-0.010952,0.383948,-0.015980,-0.132066,0.451842,0.296917,-0.010154,-0.374584,-0.927137,-0.214989,-0.068562,0.012907
