timestamp(unix),attitude_roll(radians),attitude_pitch(radians),attitude_yaw(radians),rotation_rate_x(radians/s),rotation_rate_y(radians/s),rotation_rate_z(radians/s),gravity_x(G),gravity_y(G),gravity_z(G),user_acc_x(G),user_acc_y(G),user_acc_z(G)
1522508977.845173,0.010019,0.000804,0.043837,0.355950,-0.063895,-0.318194,0.010019,-0.000804,-0.999949,0.134909,0.071514,0.020213
1522508977.865040,0.022423,0.014231,0.037008,0.456621,-0.084436,-0.328237,0.022419,-0.014231,-0.999647,0.128750,0.064432,0.020003
1522508977.884907,0.034038,0.012852,0.031000,0.285815,-0.178917,-0.260209,0.034028,-0.012852,-0.999338,0.124739,-0.025433,-0.017263
1522508977.904774,0.041925,-0.001649,0.026808,-0.128094,-0.310819,-0.167707,0.041913,0.001649,-0.999120,0.059161,-0.041780,-0.049128
1522508977.924641,0.049708,-0.020537,0.025163,-0.387272,-0.268996,-0.084080,0.049677,0.020535,-0.998554,0.001974,-0.011166,-0.043133
1522508977.944508,0.055889,-0.032529,0.025635,-0.521230,-0.286984,0.047160,0.055831,0.032523,-0.997910,0.008241,0.009072,-0.025542
1522508977.964375,0.061895,-0.039731,0.026679,-0.785334,-0.206093,-0.067262,0.061807,0.039721,-0.997297,-0.042626,0.051466,0.000014
1522508977.984242,0.066319,-0.044590,0.025974,-0.721648,0.068467,-0.103208,0.066204,0.044575,-0.996810,-0.121731,0.108959,0.013518
1522508978.004109,0.068863,-0.049151,0.025322,-0.423672,0.154853,-0.010223,0.068725,0.049131,-0.996425,-0.172637,0.186449,-0.009129
1522508978.023976,0.071187,-0.056397,0.026633,-0.298700,0.123981,0.047859,0.071014,0.056367,-0.995881,-0.148178,0.153548,-0.049315
1522508978.043843,0.074258,-0.058269,0.027523,0.004468,0.181298,0.060649,0.074064,0.058236,-0.995552,-0.099287,0.165443,-0.079644
1522508978.063710,0.074651,-0.060150,0.029803,0.067316,0.253732,0.117871,0.074447,0.060114,-0.995411,-0.063018,0.122641,-0.136852
